id,area,delay,status,recipe
4,18578.5,1170.14,SUCCESS,balance | refactor -z | resub -z | resub | resub | resub | refactor -z | rewrite | balance | balance | refactor | resub | refactor -z | rewrite | refactor -z | refactor | balance | refactor | rewrite -z | rewrite -z
837,18210.36,1068.61,SUCCESS,balance | refactor -z | rewrite | resub | refactor -z | refactor -z | resub -z | refactor -z | refactor | rewrite -z | refactor -z | refactor -z | refactor -z | refactor -z | balance | refactor -z | refactor -z | rewrite -z | balance | rewrite
836,19401.24,1092.63,SUCCESS,balance | refactor | resub -z | balance | resub | resub | resub | refactor | rewrite | resub -z | refactor -z | rewrite -z | refactor -z | resub | refactor -z | refactor | refactor -z | rewrite | rewrite | refactor -z
833,19487.96,1116.32,SUCCESS,balance | balance | resub | rewrite -z | rewrite -z | rewrite -z | resub -z | refactor -z | resub -z | resub -z | refactor -z | resub -z | resub | resub | balance | resub | refactor -z | refactor -z | balance | refactor -z
838,19469.07,1013.26,SUCCESS,balance | resub | rewrite | balance | rewrite -z | refactor | rewrite | balance | refactor -z | refactor | balance | rewrite -z | rewrite -z | rewrite | resub -z | rewrite -z | rewrite -z | refactor | resub | refactor -z
835,18907.01,1201.15,SUCCESS,balance | rewrite -z | resub -z | resub -z | resub -z | rewrite -z | refactor -z | resub | rewrite | resub | resub -z | resub | refactor | refactor | rewrite -z | rewrite -z | balance | balance | refactor -z | refactor -z
844,17894.09,1262.39,SUCCESS,rewrite | refactor -z | balance | resub | resub | refactor -z | refactor -z | balance | refactor -z | refactor -z | rewrite -z | rewrite | rewrite -z | resub -z | balance | balance | balance | balance | balance | balance
839,19759.28,1019.35,SUCCESS,balance | resub -z | refactor | resub | refactor -z | refactor | balance | resub | resub | rewrite | refactor -z | rewrite | refactor -z | resub | resub | rewrite -z | rewrite | refactor | rewrite | refactor
842,19277.55,1062.42,SUCCESS,rewrite | rewrite -z | balance | rewrite -z | rewrite | resub | refactor -z | rewrite -z | refactor -z | refactor -z | refactor -z | balance | rewrite | refactor -z | resub | resub -z | refactor | refactor -z | refactor -z | refactor
841,17284.15,954.8,SUCCESS,rewrite | rewrite | refactor | resub -z | resub -z | rewrite | refactor -z | refactor -z | resub -z | resub -z | balance | refactor | rewrite -z | refactor -z | balance | resub | refactor | resub -z | resub -z | refactor -z
845,18488.06,1077.43,SUCCESS,rewrite | resub | resub | resub | refactor -z | balance | rewrite | resub -z | refactor -z | refactor -z | rewrite | rewrite -z | balance | balance | rewrite | refactor -z | balance | rewrite -z | resub -z | resub -z
840,19371.45,1040.8,SUCCESS,rewrite | balance | refactor -z | resub -z | refactor | resub | resub -z | rewrite -z | rewrite | refactor | rewrite -z | balance | resub | resub -z | resub | rewrite | resub -z | refactor | rewrite -z | resub -z
843,19382.62,872.96,SUCCESS,rewrite | refactor | resub -z | resub -z | resub | rewrite | rewrite | rewrite | rewrite -z | resub -z | balance | balance | rewrite -z | resub -z | rewrite -z | refactor -z | resub -z | refactor | refactor | refactor -z
846,17763.21,1297.44,SUCCESS,rewrite | resub -z | refactor -z | resub | refactor | refactor | resub | refactor -z | balance | balance | refactor -z | balance | resub | balance | resub | rewrite -z | refactor | resub | rewrite -z | resub -z
849,18539.14,1076.2,SUCCESS,rewrite -z | rewrite -z | rewrite | rewrite -z | resub -z | refactor | refactor | balance | resub | rewrite | rewrite | refactor -z | refactor -z | resub | refactor -z | balance | rewrite -z | balance | balance | refactor -z
848,19536.1,973.46,SUCCESS,rewrite -z | rewrite | resub | refactor | balance | rewrite -z | resub | refactor | rewrite -z | resub | rewrite | resub -z | rewrite -z | refactor | refactor -z | resub -z | resub -z | rewrite -z | resub | balance
847,19096.67,1020.38,SUCCESS,rewrite -z | balance | resub -z | resub -z | rewrite -z | resub -z | balance | rewrite | resub | refactor | balance | resub -z | resub -z | refactor -z | balance | resub | resub -z | balance | rewrite | resub -z
850,18277.13,1071.4,SUCCESS,rewrite -z | refactor | rewrite | refactor | refactor -z | rewrite -z | refactor | rewrite | balance | resub -z | rewrite | rewrite -z | refactor | balance | refactor -z | rewrite -z | resub -z | resub | rewrite | rewrite
852,18632.24,1042.19,SUCCESS,rewrite -z | resub | balance | balance | refactor | rewrite -z | refactor -z | resub -z | balance | rewrite -z | resub | resub -z | balance | balance | refactor -z | balance | rewrite | resub -z | refactor | balance
851,16652.13,978.43,SUCCESS,rewrite -z | refactor -z | rewrite | resub | refactor -z | balance | balance | rewrite | rewrite -z | balance | resub | resub | refactor -z | rewrite -z | resub -z | rewrite -z | refactor | balance | refactor -z | resub
856,17742.47,860.61,SUCCESS,refactor | rewrite -z | resub -z | rewrite | resub | refactor -z | balance | rewrite -z | refactor -z | rewrite | rewrite -z | balance | rewrite | balance | refactor | balance | resub -z | resub | balance | refactor
853,17930.0,1044.02,SUCCESS,rewrite -z | resub -z | refactor -z | rewrite | balance | rewrite -z | resub | refactor -z | rewrite -z | rewrite -z | rewrite -z | resub -z | rewrite -z | resub | rewrite | balance | resub -z | balance | refactor -z | resub
857,18950.9,1111.28,SUCCESS,refactor | refactor | rewrite | refactor | balance | refactor | rewrite -z | refactor -z | resub -z | resub | refactor -z | refactor -z | refactor -z | resub -z | balance | rewrite | balance | resub | rewrite -z | refactor -z
854,19403.1,1071.68,SUCCESS,refactor | balance | rewrite | rewrite | rewrite -z | resub | refactor | balance | refactor | refactor -z | rewrite -z | resub -z | resub | resub -z | resub | rewrite | refactor -z | refactor -z | refactor | resub -z
855,18784.39,1078.21,SUCCESS,refactor | rewrite | refactor | refactor -z | rewrite -z | rewrite | rewrite | rewrite | resub | rewrite | resub | resub -z | refactor -z | balance | resub -z | resub | refactor -z | refactor -z | resub | balance
858,17716.93,1050.9,SUCCESS,refactor | refactor -z | rewrite | resub -z | refactor -z | rewrite -z | balance | resub -z | refactor -z | refactor -z | resub -z | resub | refactor | rewrite | balance | refactor -z | rewrite | refactor -z | rewrite | resub -z
862,18245.47,988.76,SUCCESS,refactor -z | rewrite | rewrite | refactor | rewrite | balance | balance | refactor -z | rewrite | balance | balance | rewrite | rewrite | resub | rewrite -z | balance | rewrite -z | balance | resub -z | rewrite
859,19703.95,1072.57,SUCCESS,refactor | resub | resub -z | refactor -z | balance | refactor | resub -z | refactor | balance | rewrite | rewrite -z | resub | rewrite | refactor -z | resub -z | resub -z | resub -z | resub | rewrite | rewrite -z
861,19005.7,1083.5,SUCCESS,refactor -z | balance | refactor -z | refactor -z | resub -z | resub | rewrite | resub -z | balance | balance | rewrite -z | resub -z | rewrite | resub | resub | resub -z | resub -z | balance | refactor | balance
860,17883.98,1075.79,SUCCESS,refactor | resub -z | resub -z | refactor -z | rewrite -z | refactor -z | refactor -z | rewrite -z | refactor -z | refactor -z | refactor -z | resub | resub | resub | balance | resub -z | refactor | rewrite -z | resub | refactor -z
863,17452.53,1025.35,SUCCESS,refactor -z | rewrite -z | rewrite -z | rewrite | refactor -z | refactor | balance | resub -z | refactor | rewrite -z | refactor | resub | refactor -z | rewrite | resub -z | balance | rewrite -z | refactor | refactor -z | balance
864,18013.79,1157.77,SUCCESS,refactor -z | refactor | refactor -z | refactor | rewrite -z | rewrite -z | balance | refactor -z | resub | refactor -z | resub | rewrite | refactor | rewrite -z | resub -z | rewrite | refactor | refactor -z | refactor | rewrite
865,17885.57,1110.87,SUCCESS,refactor -z | refactor -z | refactor -z | rewrite -z | refactor | resub -z | balance | refactor -z | resub -z | rewrite -z | resub -z | balance | balance | rewrite | resub | rewrite | rewrite | resub | resub | resub -z
866,17881.58,1193.91,SUCCESS,refactor -z | resub | resub -z | rewrite | resub -z | balance | resub -z | refactor -z | resub -z | rewrite -z | refactor -z | refactor | rewrite -z | resub -z | resub -z | rewrite -z | resub -z | refactor -z | refactor | refactor -z
868,20097.63,971.35,SUCCESS,resub | balance | refactor | balance | refactor -z | rewrite | refactor | rewrite | rewrite -z | resub | rewrite | refactor | refactor | rewrite -z | rewrite -z | refactor -z | rewrite -z | refactor | balance | refactor
870,18060.87,1161.71,SUCCESS,resub | rewrite -z | refactor | resub -z | refactor -z | resub | balance | refactor | resub | refactor | rewrite | rewrite -z | balance | rewrite | balance | rewrite | refactor | rewrite | resub | balance
871,17731.83,1147.27,SUCCESS,resub | refactor | refactor | rewrite -z | refactor -z | resub -z | resub -z | balance | resub | refactor | rewrite | balance | refactor -z | rewrite -z | refactor -z | resub | rewrite | rewrite -z | rewrite | balance
869,18771.62,906.84,SUCCESS,resub | rewrite | resub | resub | rewrite -z | refactor | resub | rewrite | refactor -z | rewrite | refactor | rewrite | refactor | rewrite -z | rewrite | refactor -z | rewrite -z | rewrite -z | refactor | resub
867,18170.73,1265.33,SUCCESS,refactor -z | resub -z | rewrite | refactor -z | refactor -z | resub -z | rewrite -z | rewrite | balance | rewrite | resub -z | refactor -z | refactor -z | balance | resub | resub -z | rewrite | resub -z | resub -z | rewrite -z
873,19738.26,1222.38,SUCCESS,resub | resub | balance | resub | resub | refactor -z | resub | rewrite -z | refactor | refactor -z | rewrite -z | rewrite | balance | refactor -z | rewrite | rewrite | resub | rewrite | rewrite | balance
872,18228.45,1166.3,SUCCESS,resub | refactor -z | refactor -z | resub | resub | resub | resub -z | resub -z | refactor | refactor | resub | refactor | resub -z | resub -z | rewrite -z | resub -z | rewrite -z | balance | refactor -z | resub -z
880,18268.88,1076.86,SUCCESS,resub -z | resub | refactor -z | balance | refactor | refactor -z | balance | balance | refactor | balance | rewrite -z | rewrite -z | refactor | refactor | balance | refactor | rewrite | refactor -z | refactor | resub
875,19693.04,1130.72,SUCCESS,resub -z | balance | refactor | refactor | rewrite -z | refactor -z | balance | refactor | resub -z | rewrite -z | resub | resub | resub | rewrite -z | balance | refactor | rewrite -z | resub -z | resub -z | rewrite -z
876,18961.28,1079.65,SUCCESS,resub -z | rewrite | resub -z | resub | resub | resub | balance | rewrite -z | rewrite | refactor | refactor -z | resub -z | resub -z | refactor -z | refactor -z | resub | balance | rewrite -z | refactor -z | rewrite
874,20064.65,1261.82,SUCCESS,resub | resub -z | balance | balance | resub | resub | resub | refactor -z | refactor | rewrite | resub -z | resub | rewrite -z | refactor -z | resub | resub -z | rewrite -z | refactor -z | rewrite -z | rewrite -z
878,20043.1,1074.12,SUCCESS,resub -z | refactor | resub | resub -z | resub -z | resub -z | balance | resub -z | refactor | rewrite -z | balance | rewrite | balance | rewrite | refactor | resub -z | resub | resub | refactor -z | refactor -z
879,18750.87,1194.16,SUCCESS,resub -z | refactor -z | rewrite | resub | resub | balance | resub -z | balance | resub -z | rewrite -z | rewrite -z | resub -z | refactor -z | balance | refactor | refactor -z | resub -z | resub -z | rewrite | balance
877,18779.87,1078.8,SUCCESS,resub -z | rewrite -z | resub | resub | rewrite -z | rewrite | rewrite | resub | rewrite | resub | balance | balance | resub | rewrite -z | resub -z | rewrite | rewrite -z | balance | refactor -z | resub
882,19483.17,1083.67,SUCCESS,balance | balance | resub | rewrite -z | rewrite -z | rewrite -z | rewrite -z | rewrite | resub | rewrite | resub -z | refactor | rewrite -z | refactor -z | refactor | rewrite | rewrite | refactor -z | balance | refactor -z
881,18816.84,1060.38,SUCCESS,resub -z | resub -z | refactor | rewrite | resub | rewrite | resub -z | refactor -z | balance | rewrite | refactor | resub -z | balance | refactor -z | refactor | resub -z | rewrite | rewrite -z | resub -z | rewrite
883,19574.14,1103.08,SUCCESS,balance | rewrite | refactor | rewrite | resub | resub | rewrite | refactor -z | refactor | resub -z | refactor -z | resub | resub -z | rewrite -z | balance | resub | rewrite -z | refactor -z | resub | resub
885,19880.57,871.01,SUCCESS,balance | refactor | refactor | refactor | rewrite -z | resub | rewrite | resub | refactor | balance | rewrite -z | refactor -z | rewrite -z | rewrite -z | resub -z | rewrite -z | resub | refactor -z | refactor | rewrite
884,20227.44,1091.62,SUCCESS,balance | rewrite -z | refactor | rewrite -z | refactor | resub | resub | refactor -z | resub -z | refactor | resub | rewrite -z | rewrite -z | resub -z | resub | resub -z | rewrite -z | resub -z | resub | refactor
886,18837.59,1061.59,SUCCESS,balance | refactor -z | refactor -z | resub | resub -z | balance | resub | refactor | refactor -z | rewrite -z | refactor -z | balance | resub | resub -z | refactor -z | balance | resub -z | resub -z | refactor -z | refactor
890,18547.12,1029.14,SUCCESS,rewrite | rewrite | refactor | rewrite | resub -z | resub -z | rewrite -z | refactor -z | refactor | balance | refactor | balance | resub | balance | refactor -z | resub -z | resub -z | resub | refactor -z | rewrite
887,19172.48,1043.97,SUCCESS,balance | resub | rewrite -z | rewrite -z | rewrite -z | rewrite -z | resub | resub | rewrite | balance | rewrite -z | resub | balance | resub -z | refactor -z | resub | rewrite | rewrite -z | refactor -z | resub
891,18120.98,1108.99,SUCCESS,rewrite | rewrite -z | refactor -z | resub | balance | rewrite -z | resub -z | balance | refactor | resub | resub -z | rewrite | resub | resub | refactor | refactor | refactor | refactor -z | refactor | refactor -z
889,20373.47,1225.59,SUCCESS,rewrite | balance | resub -z | resub | refactor -z | rewrite -z | balance | balance | balance | balance | refactor | resub | balance | resub -z | resub | rewrite -z | resub -z | resub | resub | resub -z
888,19558.98,1074.31,SUCCESS,balance | resub -z | resub -z | resub | refactor | resub -z | resub -z | balance | resub | rewrite | refactor | resub | resub | resub -z | resub | refactor -z | rewrite -z | resub -z | resub | refactor -z
896,19744.12,1178.84,SUCCESS,rewrite -z | balance | balance | rewrite -z | refactor -z | balance | rewrite -z | resub | rewrite | rewrite | refactor | rewrite -z | balance | refactor | resub | refactor | refactor | refactor | rewrite | rewrite
892,18965.8,1031.02,SUCCESS,rewrite | refactor | refactor -z | balance | resub | rewrite -z | resub -z | refactor | resub -z | refactor -z | rewrite | resub | refactor | resub -z | resub | refactor | refactor -z | refactor -z | refactor | resub -z
893,18301.07,1220.25,SUCCESS,rewrite | refactor -z | rewrite -z | rewrite | resub -z | refactor -z | refactor | resub -z | refactor | resub | balance | refactor -z | refactor -z | resub | refactor -z | rewrite -z | resub | resub -z | rewrite | refactor
895,19152.8,994.63,SUCCESS,rewrite | resub -z | balance | resub -z | rewrite -z | rewrite | balance | refactor -z | rewrite -z | resub -z | refactor -z | resub | rewrite | resub | refactor | rewrite | refactor -z | rewrite -z | refactor -z | balance
894,18190.41,1153.64,SUCCESS,rewrite | resub | resub -z | refactor | rewrite | refactor | refactor | rewrite | rewrite -z | refactor -z | refactor | resub | rewrite | resub | rewrite | resub | refactor | rewrite | refactor | refactor -z
899,18627.71,1083.7,SUCCESS,rewrite -z | refactor | rewrite | rewrite -z | refactor | rewrite | resub -z | resub -z | refactor | refactor | rewrite | refactor -z | rewrite -z | refactor | refactor | rewrite | refactor | rewrite | balance | balance
897,18783.86,1064.82,SUCCESS,rewrite -z | rewrite | refactor | rewrite -z | rewrite | refactor | balance | rewrite | refactor | rewrite -z | rewrite -z | rewrite -z | refactor -z | refactor -z | resub -z | refactor | refactor -z | rewrite -z | balance | resub
901,18663.89,834.79,SUCCESS,rewrite -z | resub | refactor -z | rewrite | refactor -z | refactor | rewrite -z | balance | balance | resub -z | resub | refactor | rewrite -z | refactor | rewrite | rewrite -z | balance | rewrite | resub | rewrite
900,17550.95,1058.09,SUCCESS,rewrite -z | refactor -z | refactor -z | rewrite | rewrite -z | resub | rewrite | resub -z | rewrite -z | resub -z | balance | refactor -z | rewrite | refactor -z | rewrite -z | refactor -z | rewrite -z | rewrite | refactor -z | rewrite
898,19216.9,1153.57,SUCCESS,rewrite -z | rewrite -z | refactor -z | rewrite -z | balance | balance | balance | resub -z | resub -z | resub -z | resub | resub | refactor -z | rewrite -z | refactor | refactor -z | refactor -z | refactor -z | resub | rewrite -z
902,18170.46,1156.31,SUCCESS,rewrite -z | resub -z | resub | refactor | refactor -z | rewrite | resub | resub -z | resub -z | resub | rewrite | refactor -z | rewrite -z | balance | resub | refactor -z | refactor -z | rewrite -z | refactor -z | resub -z
905,18838.65,867.09,SUCCESS,refactor | rewrite -z | resub -z | balance | refactor -z | balance | rewrite -z | balance | refactor -z | rewrite -z | resub | refactor | refactor | resub | refactor | balance | resub -z | refactor | balance | rewrite -z
903,19778.16,934.63,SUCCESS,refactor | balance | resub -z | balance | refactor -z | rewrite -z | resub | rewrite | resub -z | rewrite | resub -z | rewrite -z | balance | refactor -z | resub | rewrite | resub | refactor -z | rewrite -z | refactor -z
904,17919.09,1297.05,SUCCESS,refactor | rewrite | refactor -z | rewrite -z | resub -z | refactor | refactor | refactor | rewrite -z | resub | resub -z | rewrite -z | resub | resub | refactor | resub -z | balance | refactor -z | balance | refactor -z
906,17925.47,802.07,SUCCESS,refactor | refactor | refactor | rewrite -z | refactor -z | resub -z | resub -z | resub -z | rewrite | refactor -z | balance | balance | resub -z | resub -z | refactor | resub | rewrite -z | balance | rewrite | rewrite -z
907,17897.81,998.83,SUCCESS,refactor | refactor -z | rewrite -z | rewrite | refactor -z | resub -z | resub -z | refactor -z | balance | balance | resub -z | balance | rewrite | refactor -z | rewrite | balance | resub -z | resub | refactor -z | balance
909,17216.58,1136.54,SUCCESS,refactor | resub -z | resub -z | refactor -z | rewrite | rewrite | rewrite | refactor -z | balance | refactor -z | resub | refactor -z | rewrite | refactor | balance | refactor -z | rewrite | rewrite | refactor -z | balance
911,17893.55,960.49,SUCCESS,refactor -z | rewrite | resub | refactor -z | resub -z | refactor | resub | balance | resub -z | refactor -z | refactor -z | rewrite | balance | rewrite -z | refactor | balance | resub -z | resub -z | balance | rewrite
908,18581.16,1119.85,SUCCESS,refactor | resub | refactor -z | resub | resub | refactor | rewrite | refactor | rewrite | rewrite | rewrite | rewrite | resub -z | resub -z | rewrite | balance | refactor | refactor -z | rewrite | resub
910,19263.99,1181.3,SUCCESS,refactor -z | balance | refactor | resub -z | resub -z | refactor | rewrite -z | refactor | rewrite -z | resub | resub -z | refactor | refactor | refactor | rewrite | resub | rewrite | refactor | resub | rewrite
912,18176.31,1130.33,SUCCESS,refactor -z | rewrite -z | rewrite | refactor | refactor | rewrite | rewrite -z | resub -z | rewrite | refactor -z | refactor | resub | rewrite | refactor -z | rewrite | balance | resub | balance | rewrite | balance
915,17218.18,1127.68,SUCCESS,refactor -z | resub | refactor | refactor -z | refactor -z | refactor | rewrite -z | balance | rewrite -z | resub -z | balance | rewrite -z | rewrite | refactor | resub | refactor | resub | balance | refactor -z | resub
917,20150.03,1033.88,SUCCESS,resub | balance | rewrite | resub | balance | refactor | resub | rewrite | balance | refactor -z | balance | rewrite -z | balance | resub -z | rewrite | rewrite -z | rewrite -z | resub -z | refactor | refactor -z
914,17596.7,1166.02,SUCCESS,refactor -z | refactor -z | refactor -z | rewrite | refactor -z | rewrite | resub | refactor | rewrite -z | refactor -z | resub -z | resub | resub | rewrite | refactor -z | balance | resub -z | rewrite -z | resub | rewrite
916,17475.67,1022.15,SUCCESS,refactor -z | resub -z | rewrite -z | refactor | rewrite -z | rewrite -z | balance | refactor -z | rewrite -z | rewrite | resub -z | refactor -z | resub -z | rewrite | balance | rewrite | resub | refactor | resub | refactor -z
913,17594.57,1049.09,SUCCESS,refactor -z | refactor | balance | resub | resub -z | rewrite | refactor | resub -z | rewrite | refactor -z | balance | resub | resub -z | refactor -z | rewrite -z | rewrite -z | resub | resub | resub -z | refactor -z
922,18270.74,1043.29,SUCCESS,resub | resub | resub | rewrite -z | refactor -z | refactor | balance | balance | refactor | refactor | rewrite -z | balance | refactor -z | refactor | refactor | refactor | refactor | refactor -z | rewrite -z | refactor -z
919,18890.26,985.78,SUCCESS,resub | rewrite -z | rewrite -z | refactor -z | rewrite -z | resub -z | balance | rewrite | refactor -z | balance | resub | refactor -z | refactor -z | rewrite -z | balance | rewrite | refactor | resub | refactor -z | rewrite -z
920,17478.33,954.79,SUCCESS,resub | refactor | rewrite -z | resub -z | refactor -z | refactor | rewrite | rewrite | resub -z | refactor | resub -z | balance | resub -z | resub -z | refactor | balance | refactor | resub | refactor -z | resub -z
918,19628.14,828.17,SUCCESS,resub | rewrite | resub | rewrite -z | refactor | resub | balance | refactor | resub | balance | resub -z | rewrite -z | rewrite -z | rewrite | resub -z | resub | rewrite | resub -z | resub -z | rewrite
921,18765.5,931.16,SUCCESS,resub | refactor -z | balance | rewrite | balance | resub -z | refactor -z | resub -z | resub -z | refactor | resub -z | refactor -z | refactor -z | resub -z | balance | refactor -z | resub -z | resub -z | rewrite | resub -z
924,18976.97,1148.9,SUCCESS,resub -z | balance | refactor -z | refactor -z | refactor -z | rewrite | refactor | rewrite -z | rewrite -z | balance | refactor | rewrite | rewrite | refactor | balance | rewrite | resub -z | resub | balance | resub
927,19053.05,846.94,SUCCESS,resub -z | refactor | resub | balance | balance | rewrite -z | resub | resub | resub | refactor -z | refactor | balance | balance | resub -z | refactor | balance | refactor -z | balance | rewrite -z | rewrite -z
930,19268.77,1198.6,SUCCESS,resub -z | resub -z | resub | balance | refactor -z | refactor | balance | rewrite -z | balance | rewrite | rewrite -z | refactor | resub | resub | balance | balance | balance | refactor | refactor | balance
923,19313.46,1370.39,SUCCESS,resub | resub -z | refactor -z | resub -z | resub -z | rewrite | rewrite -z | balance | rewrite | resub -z | resub -z | refactor | rewrite | resub | resub | refactor | refactor | rewrite -z | rewrite -z | resub -z
925,19149.34,1206.77,SUCCESS,resub -z | rewrite | resub | refactor -z | rewrite -z | balance | resub -z | resub -z | resub | resub | rewrite | refactor | resub -z | rewrite | resub | rewrite -z | refactor | resub | rewrite | rewrite
926,18269.41,1131.88,SUCCESS,resub -z | rewrite -z | resub -z | refactor -z | rewrite -z | rewrite -z | balance | resub | resub | refactor | refactor | resub | rewrite -z | rewrite -z | refactor -z | resub -z | resub | refactor -z | resub | balance
928,17603.61,1122.0,SUCCESS,resub -z | refactor -z | resub | refactor -z | resub -z | rewrite | resub | refactor | resub | refactor -z | rewrite -z | rewrite -z | resub -z | refactor | rewrite | refactor -z | resub -z | resub | balance | balance
931,19548.34,1057.14,SUCCESS,balance | balance | rewrite | rewrite -z | refactor | refactor | rewrite -z | refactor | refactor | resub -z | rewrite -z | resub -z | balance | rewrite -z | refactor -z | balance | balance | rewrite | refactor | resub -z
929,18323.68,994.16,SUCCESS,resub -z | resub | rewrite -z | refactor | balance | rewrite | refactor -z | resub -z | resub -z | refactor | rewrite -z | refactor | resub | refactor -z | refactor | rewrite -z | rewrite -z | refactor | resub -z | balance
937,18353.47,1064.06,SUCCESS,balance | resub -z | refactor -z | rewrite -z | refactor | balance | refactor | refactor | balance | rewrite -z | refactor -z | balance | rewrite -z | balance | balance | rewrite -z | resub -z | balance | rewrite | resub -z
932,19744.91,1186.91,SUCCESS,balance | rewrite | balance | resub -z | resub -z | rewrite -z | refactor | resub -z | rewrite | resub -z | resub -z | rewrite -z | refactor -z | balance | refactor -z | refactor -z | resub -z | balance | resub -z | balance
939,19591.7,1066.37,SUCCESS,rewrite | rewrite | resub -z | rewrite | balance | refactor | refactor -z | balance | rewrite -z | rewrite | refactor | refactor -z | balance | rewrite -z | rewrite | rewrite -z | balance | refactor | resub | rewrite
935,18903.29,1121.46,SUCCESS,balance | refactor -z | rewrite -z | refactor | rewrite | resub -z | refactor | refactor -z | rewrite | rewrite | rewrite | rewrite | rewrite | balance | resub | balance | rewrite -z | rewrite -z | refactor -z | balance
938,19335.54,1083.99,SUCCESS,rewrite | balance | resub -z | rewrite | rewrite | rewrite | balance | resub -z | rewrite | balance | balance | resub -z | rewrite -z | resub -z | resub | resub -z | rewrite | refactor | rewrite | refactor -z
933,19036.82,1241.16,SUCCESS,balance | rewrite -z | resub -z | rewrite | rewrite | resub | resub | rewrite -z | refactor -z | refactor | resub | rewrite -z | rewrite -z | refactor -z | rewrite -z | balance | refactor | refactor -z | resub -z | resub
936,19228.61,1132.95,SUCCESS,balance | resub | rewrite | refactor | rewrite -z | resub -z | refactor | rewrite | rewrite | resub | rewrite -z | refactor -z | resub -z | resub | rewrite | refactor | resub | refactor | refactor | rewrite
940,18658.04,1001.57,SUCCESS,rewrite | rewrite -z | resub -z | refactor | rewrite | refactor -z | resub -z | resub | rewrite -z | balance | resub -z | refactor | rewrite | refactor -z | balance | rewrite | refactor -z | rewrite | refactor -z | rewrite
934,18814.71,1148.11,SUCCESS,balance | refactor | resub -z | refactor -z | resub -z | rewrite -z | rewrite -z | refactor -z | rewrite | resub -z | resub | resub -z | refactor -z | refactor -z | resub -z | rewrite -z | rewrite | rewrite -z | refactor -z | resub
942,17815.35,970.06,SUCCESS,rewrite | refactor -z | resub -z | rewrite | rewrite | balance | balance | balance | rewrite -z | refactor -z | refactor | resub | balance | rewrite | resub -z | rewrite -z | resub -z | resub | balance | balance
941,19519.35,1119.93,SUCCESS,rewrite | refactor | refactor | refactor -z | refactor | balance | resub -z | rewrite | resub -z | refactor | refactor | rewrite -z | balance | resub | refactor -z | rewrite | resub | rewrite | rewrite | resub
944,18358.52,1249.25,SUCCESS,rewrite | resub -z | refactor -z | rewrite -z | balance | rewrite | rewrite | refactor | refactor -z | resub -z | rewrite -z | rewrite -z | resub -z | rewrite | resub -z | rewrite | balance | rewrite -z | refactor | rewrite -z
948,18816.04,1027.12,SUCCESS,rewrite -z | refactor | rewrite -z | refactor -z | refactor | refactor | balance | refactor -z | rewrite -z | rewrite -z | refactor -z | refactor -z | rewrite | rewrite | balance | refactor | rewrite -z | resub | refactor | rewrite -z
943,19983.52,1014.49,SUCCESS,rewrite | resub | rewrite -z | balance | rewrite | rewrite | resub -z | refactor | resub | rewrite | resub | resub -z | resub -z | refactor | balance | rewrite -z | rewrite -z | refactor -z | rewrite | resub -z
946,18840.25,1055.25,SUCCESS,rewrite -z | rewrite | rewrite | refactor | resub | resub -z | rewrite -z | refactor -z | rewrite -z | balance | refactor -z | balance | rewrite | refactor | balance | resub | refactor | resub | resub | rewrite
951,18025.49,1016.29,SUCCESS,rewrite -z | resub -z | resub -z | refactor | resub | refactor -z | refactor | refactor | balance | refactor -z | refactor | balance | balance | balance | resub | rewrite -z | refactor -z | rewrite -z | resub | refactor
947,18500.57,965.55,SUCCESS,rewrite -z | rewrite -z | rewrite -z | refactor -z | resub | rewrite -z | resub | rewrite | refactor -z | balance | rewrite -z | refactor | balance | refactor | resub | rewrite | rewrite -z | refactor -z | rewrite | refactor -z
945,18817.64,1022.06,SUCCESS,rewrite -z | balance | resub | refactor -z | resub -z | resub -z | resub -z | resub -z | refactor -z | resub | refactor | refactor -z | rewrite -z | balance | resub | resub | resub | balance | resub | refactor -z
953,18036.93,1037.55,SUCCESS,refactor | rewrite | rewrite | rewrite | refactor -z | rewrite -z | resub | balance | rewrite | refactor -z | rewrite -z | rewrite -z | refactor | balance | refactor -z | resub -z | rewrite | rewrite | refactor -z | refactor
949,17640.32,1063.32,SUCCESS,rewrite -z | refactor -z | refactor | resub -z | refactor | rewrite -z | refactor -z | rewrite | refactor | rewrite -z | refactor -z | resub -z | refactor -z | resub -z | refactor | rewrite -z | rewrite -z | refactor -z | resub -z | resub
952,19325.17,896.77,SUCCESS,refactor | balance | refactor | refactor | balance | resub | resub | rewrite -z | rewrite -z | refactor | resub | resub | rewrite -z | balance | resub | rewrite | balance | resub | refactor | refactor
954,17835.57,919.79,SUCCESS,refactor | rewrite -z | rewrite | refactor -z | refactor -z | refactor -z | rewrite -z | resub | rewrite -z | rewrite | resub | balance | rewrite -z | rewrite -z | refactor | refactor | resub | resub -z | refactor -z | rewrite
950,17701.24,991.96,SUCCESS,rewrite -z | resub | resub -z | resub | refactor -z | balance | refactor -z | refactor | resub | refactor -z | refactor | rewrite -z | rewrite | resub -z | resub | resub | resub -z | resub -z | refactor -z | rewrite
956,18479.02,1028.5,SUCCESS,refactor | refactor -z | rewrite -z | balance | resub -z | resub | balance | resub -z | balance | balance | resub | refactor | balance | balance | rewrite | refactor -z | rewrite | resub -z | refactor -z | refactor
