id,area,delay,status,recipe
6,20805.99,179752.45,SUCCESS,balance | resub -z | resub | balance | refactor | rewrite -z | resub -z | resub | resub | refactor -z | rewrite | resub -z | rewrite | rewrite -z | refactor -z | balance | resub | balance | rewrite -z | resub -z
418,21948.72,185077.09,SUCCESS,refactor | resub | resub -z | balance | balance | rewrite | refactor -z | balance | resub -z | rewrite -z | resub | resub | balance | balance | rewrite | refactor | refactor -z | rewrite -z | refactor | rewrite -z
414,20942.71,187820.86,SUCCESS,refactor | rewrite | resub | resub | refactor -z | rewrite -z | resub -z | rewrite | refactor -z | rewrite | balance | rewrite | resub -z | rewrite -z | rewrite -z | refactor | refactor -z | resub -z | resub -z | rewrite -z
416,20011.71,158221.77,SUCCESS,refactor | refactor | resub -z | resub -z | refactor -z | rewrite | refactor -z | rewrite -z | refactor -z | rewrite | refactor -z | refactor | refactor | rewrite | rewrite -z | resub | resub | refactor | resub -z | balance
420,19047.99,155484.23,SUCCESS,refactor -z | balance | rewrite | resub | refactor | resub | balance | resub -z | balance | resub | rewrite -z | balance | resub -z | rewrite -z | rewrite | rewrite -z | resub | refactor -z | resub | resub
419,19433.96,147759.23,SUCCESS,refactor | resub -z | rewrite | resub -z | rewrite | balance | resub | refactor -z | resub | rewrite -z | rewrite -z | refactor | rewrite | resub -z | refactor -z | rewrite -z | balance | refactor -z | rewrite | resub
421,20821.15,147390.62,SUCCESS,refactor -z | rewrite | resub | resub | resub | balance | rewrite -z | resub -z | refactor -z | rewrite | refactor -z | rewrite | resub -z | rewrite | rewrite | resub -z | refactor | resub -z | rewrite -z | resub
423,18976.17,157902.73,SUCCESS,refactor -z | refactor | rewrite | rewrite -z | rewrite | resub | resub -z | resub -z | rewrite | rewrite | rewrite | resub | balance | resub -z | rewrite | rewrite | refactor -z | refactor -z | resub -z | resub -z
417,18296.54,173702.61,SUCCESS,refactor | refactor -z | balance | rewrite -z | refactor | refactor -z | resub -z | resub | rewrite | rewrite | refactor -z | refactor -z | rewrite | refactor | resub | refactor | rewrite | rewrite | balance | refactor
425,21328.15,192056.12,SUCCESS,refactor -z | resub | refactor | resub | resub -z | resub -z | refactor | balance | refactor -z | refactor | refactor -z | refactor | resub -z | balance | resub -z | rewrite | balance | balance | refactor | rewrite -z
422,19096.94,148653.62,SUCCESS,refactor -z | rewrite -z | balance | resub -z | resub | refactor -z | rewrite -z | rewrite -z | balance | resub -z | rewrite | resub | rewrite | balance | rewrite | rewrite -z | resub -z | rewrite | refactor | rewrite -z
424,19606.33,179559.91,SUCCESS,refactor -z | refactor -z | refactor | balance | resub | resub -z | refactor | rewrite | rewrite | rewrite -z | rewrite | rewrite -z | refactor -z | balance | rewrite | balance | refactor -z | rewrite | resub | resub
428,19753.69,184145.94,SUCCESS,resub | rewrite | rewrite -z | rewrite -z | resub -z | balance | balance | resub -z | balance | refactor | resub -z | rewrite -z | rewrite | refactor | resub | rewrite | resub -z | refactor | resub | rewrite -z
429,19443.8,186354.22,SUCCESS,resub | rewrite -z | balance | rewrite | refactor | balance | rewrite | refactor -z | resub | refactor -z | resub -z | rewrite | refactor -z | rewrite | balance | refactor | balance | balance | rewrite | rewrite -z
426,19076.46,166048.47,SUCCESS,refactor -z | resub -z | rewrite -z | rewrite | resub -z | rewrite | rewrite -z | resub -z | resub | rewrite -z | refactor -z | resub | rewrite | rewrite -z | rewrite | refactor | rewrite | rewrite -z | rewrite -z | resub -z
427,21322.03,179149.78,SUCCESS,resub | balance | rewrite | rewrite | resub | refactor | rewrite -z | rewrite -z | resub -z | refactor | refactor | refactor | refactor | refactor -z | refactor | rewrite -z | rewrite -z | refactor -z | refactor -z | rewrite
434,21413.8,189851.11,SUCCESS,resub -z | balance | rewrite -z | resub -z | refactor -z | resub -z | resub | rewrite -z | resub | refactor -z | rewrite -z | refactor | balance | resub | refactor | resub | balance | refactor -z | resub | resub -z
430,20017.56,191398.0,SUCCESS,resub | refactor | balance | rewrite | rewrite | rewrite | refactor -z | rewrite | rewrite -z | refactor -z | refactor | rewrite | refactor | refactor | resub -z | refactor -z | rewrite -z | resub | refactor -z | rewrite -z
432,19807.42,181616.62,SUCCESS,resub | resub | resub | refactor | resub | refactor | resub -z | balance | rewrite | rewrite | refactor | refactor | resub | resub | rewrite | rewrite -z | balance | balance | refactor -z | refactor
431,20920.9,185780.55,SUCCESS,resub | refactor -z | rewrite | resub | refactor | refactor -z | refactor | rewrite | balance | resub | rewrite | resub -z | resub -z | refactor -z | resub | resub -z | rewrite -z | rewrite | resub -z | resub
433,20521.37,168403.05,SUCCESS,resub | resub -z | refactor -z | rewrite | resub | balance | rewrite -z | balance | balance | rewrite | rewrite -z | balance | rewrite -z | refactor | resub -z | rewrite -z | rewrite -z | rewrite | resub | refactor
435,20583.88,167213.17,SUCCESS,resub -z | rewrite | resub -z | resub | refactor | rewrite -z | rewrite | resub -z | refactor -z | rewrite -z | resub -z | rewrite -z | refactor -z | resub | refactor | rewrite | rewrite -z | rewrite | rewrite -z | resub -z
437,21807.74,185515.08,SUCCESS,resub -z | refactor | resub | resub | rewrite -z | resub -z | refactor -z | rewrite | resub | resub | balance | rewrite -z | resub | rewrite -z | resub -z | rewrite | rewrite -z | resub | resub | resub
440,20641.6,168167.94,SUCCESS,resub -z | resub -z | resub | resub -z | resub -z | resub -z | resub | resub | refactor | rewrite | refactor | balance | refactor -z | resub -z | rewrite | rewrite | resub | rewrite | resub -z | resub -z
436,19766.46,189940.72,SUCCESS,resub -z | rewrite -z | rewrite | resub -z | rewrite -z | rewrite -z | rewrite -z | rewrite -z | rewrite -z | rewrite | refactor -z | resub | balance | balance | resub | resub -z | balance | rewrite -z | refactor -z | resub -z
441,20677.78,187436.02,SUCCESS,balance | balance | resub | resub | balance | resub -z | balance | refactor | resub -z | resub | rewrite | refactor -z | resub | refactor | rewrite -z | rewrite | rewrite -z | refactor -z | rewrite -z | balance
438,21189.29,185287.12,SUCCESS,resub -z | refactor -z | resub | rewrite | rewrite -z | refactor | rewrite -z | balance | balance | refactor | rewrite -z | refactor | rewrite | balance | resub -z | rewrite | balance | resub | refactor | balance
439,20961.07,173105.06,SUCCESS,resub -z | resub | balance | refactor | rewrite -z | resub -z | resub | rewrite -z | refactor | rewrite -z | rewrite | refactor -z | refactor | balance | rewrite | rewrite -z | rewrite -z | resub | balance | resub
443,18957.29,170103.48,SUCCESS,balance | rewrite -z | resub -z | refactor | refactor -z | refactor -z | resub | rewrite | balance | rewrite | rewrite | refactor | refactor -z | balance | rewrite | rewrite -z | resub | rewrite | rewrite | rewrite
448,19673.36,182514.34,SUCCESS,rewrite | balance | rewrite | resub | resub -z | balance | resub -z | rewrite -z | rewrite | refactor -z | resub | balance | balance | balance | refactor | resub | refactor -z | balance | resub | rewrite
442,19719.38,190442.03,SUCCESS,balance | rewrite | rewrite | balance | balance | refactor | refactor -z | resub | resub | resub | resub | rewrite -z | rewrite | balance | refactor | rewrite -z | refactor | rewrite | rewrite -z | refactor -z
444,19354.96,146072.44,SUCCESS,balance | refactor | refactor | rewrite | rewrite -z | resub | rewrite -z | refactor -z | resub -z | rewrite -z | refactor -z | rewrite | refactor | resub -z | balance | resub | resub -z | rewrite | resub -z | refactor -z
445,21837.8,156834.8,SUCCESS,balance | refactor -z | balance | resub -z | resub -z | balance | rewrite | refactor | refactor -z | rewrite | balance | refactor | resub | refactor | refactor -z | rewrite -z | rewrite -z | refactor | resub | rewrite
446,22783.7,169704.0,SUCCESS,balance | resub | refactor | balance | resub -z | resub | balance | resub | rewrite | rewrite -z | refactor | resub -z | refactor | rewrite -z | refactor | rewrite | refactor -z | rewrite | refactor | balance
447,19682.94,183089.09,SUCCESS,balance | resub -z | resub | refactor -z | resub | balance | refactor -z | resub -z | balance | rewrite | refactor | resub -z | refactor | rewrite -z | refactor -z | rewrite -z | balance | rewrite | refactor -z | resub
449,20730.44,177538.72,SUCCESS,rewrite | rewrite | rewrite | refactor -z | resub -z | refactor -z | resub -z | refactor | resub -z | balance | rewrite | refactor -z | refactor -z | balance | rewrite | balance | resub | balance | resub | balance
450,20338.89,186629.05,SUCCESS,rewrite | rewrite -z | rewrite | refactor | resub | resub | resub -z | rewrite | resub -z | balance | balance | rewrite -z | rewrite | rewrite -z | resub | refactor | refactor | resub | balance | refactor
453,21389.06,176531.41,SUCCESS,rewrite | resub | resub -z | resub -z | refactor -z | refactor | resub | refactor -z | balance | rewrite -z | resub | balance | rewrite | rewrite | resub -z | rewrite -z | refactor -z | refactor | resub | resub -z
451,20868.76,187379.48,SUCCESS,rewrite | refactor | refactor | refactor | resub -z | resub | resub | resub -z | balance | rewrite | refactor -z | resub | refactor | resub | balance | balance | refactor | resub | rewrite -z | rewrite
452,20467.64,169007.77,SUCCESS,rewrite | refactor -z | balance | rewrite -z | rewrite | rewrite -z | resub | resub -z | resub -z | refactor | rewrite -z | resub -z | rewrite -z | resub | balance | rewrite -z | rewrite -z | resub | refactor | rewrite -z
454,20259.62,167906.95,SUCCESS,rewrite | resub -z | resub | refactor -z | balance | rewrite -z | rewrite | resub | balance | balance | refactor -z | refactor -z | resub -z | rewrite -z | rewrite -z | refactor | rewrite | balance | resub | refactor
459,19203.34,162774.25,SUCCESS,rewrite -z | refactor -z | balance | rewrite -z | resub -z | resub | refactor -z | balance | refactor -z | balance | resub | balance | resub -z | balance | rewrite | resub -z | resub -z | refactor -z | resub | resub -z
455,19475.99,187483.55,SUCCESS,rewrite -z | balance | rewrite | resub -z | rewrite | refactor -z | refactor | resub | resub | resub | refactor -z | resub -z | rewrite -z | resub -z | resub -z | balance | resub | rewrite | rewrite -z | rewrite
460,18802.48,175722.3,SUCCESS,rewrite -z | resub | rewrite -z | resub | balance | refactor -z | balance | refactor -z | refactor | refactor -z | refactor | balance | rewrite | rewrite -z | resub | rewrite | balance | refactor -z | balance | resub -z
456,19672.83,169357.08,SUCCESS,rewrite -z | rewrite | balance | rewrite | balance | resub -z | refactor | resub | rewrite -z | rewrite -z | resub | rewrite | rewrite | resub -z | resub | resub -z | refactor -z | rewrite | rewrite | refactor -z
466,19064.75,156443.61,SUCCESS,refactor | refactor -z | balance | resub | resub | resub -z | resub -z | rewrite -z | rewrite -z | resub -z | resub -z | refactor | resub | resub | resub | balance | resub | rewrite | balance | rewrite
458,19252.81,172824.64,SUCCESS,rewrite -z | refactor | resub -z | rewrite -z | refactor -z | resub | resub -z | refactor -z | balance | rewrite -z | resub -z | refactor | resub -z | refactor -z | resub | resub | balance | resub -z | rewrite | rewrite
461,19488.22,176344.44,SUCCESS,rewrite -z | resub -z | rewrite | refactor -z | refactor -z | refactor -z | refactor -z | resub | rewrite -z | rewrite -z | resub -z | rewrite -z | refactor | refactor -z | balance | balance | refactor -z | balance | refactor | resub
463,22358.9,191249.27,SUCCESS,refactor | rewrite | refactor -z | refactor | rewrite -z | resub -z | resub -z | rewrite -z | resub | resub | refactor | resub | resub -z | resub | rewrite -z | resub | balance | balance | resub -z | resub
457,19854.51,175287.47,SUCCESS,rewrite -z | rewrite -z | balance | rewrite -z | refactor -z | balance | refactor -z | refactor | balance | refactor -z | rewrite -z | refactor | rewrite | rewrite -z | balance | rewrite -z | rewrite | refactor | balance | refactor -z
465,17519.56,161830.0,SUCCESS,refactor | refactor | rewrite -z | rewrite | rewrite | rewrite -z | rewrite -z | refactor | resub -z | refactor | resub | resub | rewrite | rewrite | refactor -z | resub | balance | refactor -z | refactor -z | refactor
464,22082.26,169837.77,SUCCESS,refactor | rewrite -z | resub | rewrite -z | rewrite -z | rewrite | balance | rewrite -z | resub -z | rewrite -z | resub -z | rewrite | rewrite | balance | resub -z | resub -z | rewrite -z | refactor -z | rewrite -z | balance
462,18529.29,143127.47,SUCCESS,refactor | balance | refactor -z | balance | resub -z | rewrite | resub -z | rewrite -z | rewrite -z | resub | rewrite -z | rewrite | refactor | refactor -z | refactor | refactor | refactor | refactor -z | resub | rewrite -z
467,19576.27,154901.55,SUCCESS,refactor | resub | rewrite -z | resub | refactor -z | resub | balance | rewrite -z | resub | rewrite | refactor | balance | rewrite -z | refactor -z | refactor | rewrite | rewrite -z | refactor | resub -z | refactor
468,20362.3,180524.7,SUCCESS,refactor | resub -z | resub -z | refactor -z | balance | refactor | rewrite -z | balance | resub -z | resub -z | refactor -z | resub -z | rewrite -z | rewrite | resub | resub -z | rewrite -z | rewrite | refactor -z | resub -z
469,21502.91,174915.92,SUCCESS,refactor -z | balance | refactor -z | refactor | resub -z | rewrite -z | refactor -z | balance | resub -z | balance | refactor | balance | refactor -z | rewrite | rewrite -z | resub | resub -z | resub | rewrite -z | refactor
470,20912.92,142527.62,SUCCESS,refactor -z | rewrite | refactor -z | resub | rewrite | resub | refactor -z | resub -z | balance | balance | rewrite | resub -z | rewrite | rewrite -z | refactor -z | refactor -z | refactor | rewrite | rewrite -z | rewrite
471,19015.01,181174.61,SUCCESS,refactor -z | rewrite -z | rewrite -z | resub | resub -z | resub -z | refactor | resub | balance | resub -z | resub | resub | balance | rewrite -z | resub | rewrite | refactor | rewrite | resub -z | refactor -z
475,19041.34,158737.94,SUCCESS,refactor -z | resub -z | balance | rewrite | resub | rewrite -z | refactor | refactor | rewrite | balance | rewrite | refactor -z | resub | rewrite | resub -z | rewrite | rewrite | resub | resub | resub
472,18996.66,155118.59,SUCCESS,refactor -z | refactor | refactor -z | balance | rewrite | rewrite | refactor | rewrite | refactor | balance | resub -z | resub -z | resub -z | rewrite -z | rewrite | resub | rewrite -z | rewrite -z | rewrite -z | resub
476,,,PARSE_ERROR,resub | balance | rewrite | balance | rewrite -z | rewrite -z | resub | balance | rewrite | resub -z | rewrite -z | rewrite | resub -z | resub -z | rewrite -z | balance | resub | rewrite | resub -z | rewrite -z
482,19678.15,176475.88,SUCCESS,resub | resub -z | resub -z | rewrite | balance | rewrite -z | refactor -z | rewrite | rewrite | resub | refactor | balance | rewrite | resub | refactor -z | resub -z | rewrite | resub | balance | resub -z
477,20845.36,177121.25,SUCCESS,resub | rewrite | resub -z | rewrite | rewrite -z | refactor | balance | refactor | balance | refactor | refactor -z | resub -z | resub -z | rewrite -z | refactor -z | refactor | balance | resub -z | rewrite -z | refactor -z
483,19561.64,190569.28,SUCCESS,resub -z | balance | rewrite -z | refactor | resub -z | balance | resub | refactor | balance | balance | balance | resub | rewrite | resub | resub -z | rewrite | rewrite -z | refactor -z | rewrite | rewrite
478,21331.07,184907.62,SUCCESS,resub | rewrite -z | refactor -z | balance | refactor | rewrite -z | rewrite | refactor -z | rewrite | resub | refactor | refactor | balance | resub -z | refactor -z | rewrite -z | resub | resub -z | refactor -z | balance
474,19029.64,157097.41,SUCCESS,refactor -z | resub | resub -z | balance | resub -z | refactor -z | refactor | refactor -z | rewrite -z | rewrite -z | resub | refactor | rewrite | balance | rewrite -z | refactor | balance | rewrite | refactor -z | rewrite
481,20800.14,180800.91,SUCCESS,resub | resub | resub | rewrite -z | resub -z | refactor | rewrite | refactor | refactor -z | refactor -z | resub | balance | resub -z | balance | resub -z | refactor -z | rewrite -z | refactor | balance | rewrite -z
473,19664.05,172130.81,SUCCESS,refactor -z | refactor -z | resub | refactor -z | rewrite | rewrite | refactor | rewrite | refactor | rewrite -z | balance | refactor -z | resub | refactor | refactor | rewrite | rewrite | refactor | rewrite -z | rewrite
480,20579.62,169141.45,SUCCESS,resub | refactor -z | resub | rewrite | resub -z | refactor | rewrite -z | refactor | rewrite | refactor -z | resub | resub | refactor -z | resub | resub | rewrite -z | refactor | rewrite -z | refactor | refactor -z
479,20827.53,185153.22,SUCCESS,resub | refactor | rewrite | rewrite | refactor | rewrite -z | rewrite | resub | rewrite -z | refactor | resub | resub -z | refactor | refactor | resub -z | refactor | resub | refactor -z | resub | rewrite -z
484,21378.95,184651.91,SUCCESS,resub -z | rewrite | resub | rewrite -z | resub -z | balance | refactor -z | rewrite -z | balance | rewrite -z | rewrite | balance | resub -z | refactor | refactor | resub -z | resub | resub | refactor | rewrite
485,19331.28,171911.78,SUCCESS,resub -z | rewrite -z | resub | rewrite -z | resub | refactor | resub | resub -z | rewrite -z | refactor -z | rewrite -z | resub | resub | refactor | rewrite | refactor -z | resub -z | rewrite | balance | balance
486,19370.12,183456.5,SUCCESS,resub -z | refactor | refactor | resub -z | rewrite -z | balance | rewrite -z | refactor -z | refactor -z | rewrite -z | rewrite | refactor | balance | balance | rewrite | refactor | resub -z | rewrite | rewrite -z | rewrite
487,,,PARSE_ERROR,resub -z | refactor -z | refactor | balance | refactor -z | rewrite | rewrite | rewrite -z | refactor | resub -z | balance | balance | refactor -z | rewrite | refactor -z | rewrite | balance | resub -z | balance | rewrite -z
488,19696.24,177721.53,SUCCESS,resub -z | resub | refactor -z | refactor | balance | balance | rewrite -z | rewrite -z | resub -z | resub | refactor | balance | rewrite -z | rewrite | refactor -z | rewrite | balance | refactor | resub | refactor
490,19334.48,170533.47,SUCCESS,balance | balance | rewrite | balance | balance | resub -z | rewrite | resub | balance | rewrite | refactor | refactor | refactor | rewrite -z | refactor -z | refactor | resub -z | rewrite -z | resub -z | balance
489,22710.02,170464.06,SUCCESS,resub -z | resub -z | resub -z | resub -z | refactor | rewrite | rewrite -z | rewrite -z | rewrite | refactor -z | resub | rewrite -z | refactor | rewrite | resub | rewrite -z | rewrite | resub -z | refactor -z | rewrite
499,21366.45,185185.05,SUCCESS,rewrite | rewrite -z | resub -z | refactor -z | balance | refactor -z | rewrite -z | balance | rewrite -z | refactor | refactor -z | refactor | refactor -z | balance | resub -z | resub | resub | rewrite | resub -z | balance
496,19209.19,165022.8,SUCCESS,balance | resub -z | resub -z | refactor | rewrite -z | refactor -z | refactor -z | rewrite | resub -z | balance | rewrite -z | resub | refactor -z | refactor | refactor | resub -z | rewrite | resub | refactor | balance
494,18827.75,181824.3,SUCCESS,balance | refactor -z | refactor -z | resub -z | resub -z | balance | balance | refactor -z | refactor | rewrite -z | refactor -z | balance | refactor -z | rewrite -z | resub | balance | refactor -z | rewrite | refactor -z | rewrite -z
498,19713.79,178926.17,SUCCESS,rewrite | rewrite | refactor -z | resub -z | refactor -z | rewrite -z | resub -z | refactor -z | balance | refactor -z | resub | rewrite | resub | balance | resub | refactor | rewrite | balance | refactor | resub
497,19299.9,165031.44,SUCCESS,rewrite | balance | resub -z | rewrite -z | rewrite | rewrite -z | rewrite -z | balance | resub | balance | refactor | rewrite -z | balance | resub | resub | resub -z | resub | resub | refactor -z | refactor -z
495,20977.56,175026.66,SUCCESS,balance | resub | balance | refactor -z | resub | refactor | rewrite -z | balance | balance | rewrite -z | refactor | refactor -z | refactor -z | balance | refactor -z | resub -z | refactor | resub | rewrite | rewrite -z
491,20878.87,187917.89,SUCCESS,balance | rewrite | refactor | resub | refactor | resub | rewrite | refactor | rewrite | resub -z | refactor | refactor | refactor -z | rewrite | refactor | rewrite -z | resub | refactor | resub | refactor
493,19520.68,190594.25,SUCCESS,balance | refactor | resub | refactor | resub -z | rewrite -z | rewrite -z | refactor -z | resub | rewrite | refactor -z | refactor -z | rewrite | refactor -z | resub | resub -z | refactor | resub | refactor -z | rewrite -z
492,19730.55,191473.28,SUCCESS,balance | rewrite -z | rewrite | resub -z | resub -z | resub -z | rewrite -z | refactor -z | refactor -z | rewrite -z | rewrite -z | balance | rewrite -z | refactor | refactor -z | rewrite -z | balance | refactor | rewrite | refactor -z
501,19714.32,175242.84,SUCCESS,rewrite | refactor -z | balance | refactor -z | rewrite -z | resub -z | resub -z | resub | resub -z | refactor | refactor -z | rewrite -z | resub -z | refactor | balance | resub -z | resub | rewrite -z | balance | refactor
500,21289.84,177874.34,SUCCESS,rewrite | refactor | resub -z | rewrite -z | rewrite -z | resub -z | refactor -z | balance | refactor -z | refactor -z | resub -z | resub -z | resub | resub | rewrite | resub -z | refactor -z | resub -z | refactor | resub -z
504,19753.96,174644.06,SUCCESS,rewrite -z | balance | resub -z | resub | resub -z | resub | refactor -z | resub | rewrite | rewrite | resub -z | rewrite -z | rewrite | balance | resub | refactor | resub | refactor | refactor -z | rewrite
503,19342.19,170178.27,SUCCESS,rewrite | resub -z | refactor -z | rewrite | refactor | resub | refactor | resub | refactor | balance | resub -z | rewrite -z | resub | rewrite | refactor -z | resub -z | rewrite -z | balance | resub | resub
502,20322.13,153658.0,SUCCESS,rewrite | resub | resub -z | refactor -z | refactor | resub -z | balance | resub | balance | refactor | resub -z | refactor -z | balance | refactor | rewrite | balance | resub -z | rewrite -z | rewrite | rewrite -z
505,19054.11,184616.09,SUCCESS,rewrite -z | rewrite | refactor | rewrite | refactor -z | resub -z | resub -z | refactor | resub | balance | balance | refactor -z | refactor | balance | refactor | balance | refactor -z | refactor -z | refactor | resub
509,19500.99,160767.78,SUCCESS,rewrite -z | resub | balance | refactor | balance | resub -z | refactor -z | refactor | balance | resub | resub | balance | resub | rewrite | rewrite -z | balance | refactor -z | resub -z | refactor | resub
507,20529.08,163317.02,SUCCESS,rewrite -z | refactor | resub -z | refactor -z | balance | refactor | resub -z | rewrite -z | resub -z | resub -z | refactor -z | resub -z | rewrite -z | rewrite -z | rewrite | refactor | rewrite | resub | resub | resub
506,19444.07,190191.34,SUCCESS,rewrite -z | rewrite -z | resub -z | balance | resub | resub | resub -z | resub -z | refactor -z | refactor | refactor | rewrite -z | refactor -z | resub -z | rewrite | rewrite | rewrite -z | balance | resub -z | rewrite -z
510,19585.85,185884.59,SUCCESS,rewrite -z | resub -z | rewrite | refactor | refactor -z | balance | rewrite | resub -z | resub | balance | resub | resub | balance | rewrite -z | balance | resub -z | rewrite | refactor | resub | refactor
511,18591.27,149830.11,SUCCESS,refactor | balance | balance | balance | refactor -z | refactor | rewrite | refactor -z | rewrite | rewrite -z | resub | refactor -z | rewrite -z | resub | resub -z | rewrite | resub | resub | refactor -z | resub
508,20381.72,188842.89,SUCCESS,rewrite -z | refactor -z | rewrite -z | refactor -z | rewrite -z | rewrite -z | rewrite | rewrite | balance | refactor -z | rewrite -z | rewrite | refactor | resub | refactor -z | rewrite | rewrite | resub -z | resub | refactor
513,18106.35,179219.72,SUCCESS,refactor | rewrite -z | resub -z | resub -z | refactor -z | refactor -z | resub -z | refactor -z | resub | refactor -z | balance | balance | rewrite -z | resub | refactor -z | rewrite | refactor -z | balance | rewrite -z | resub -z
512,19304.15,179489.11,SUCCESS,refactor | rewrite | rewrite -z | rewrite | refactor | rewrite | resub | refactor -z | balance | refactor | resub | refactor -z | resub -z | rewrite -z | balance | rewrite | refactor | balance | rewrite | rewrite -z
515,18979.1,176243.7,SUCCESS,refactor | refactor -z | rewrite | resub -z | resub -z | refactor | rewrite | refactor -z | balance | resub | resub | rewrite | refactor -z | resub | rewrite | resub | rewrite -z | refactor | refactor -z | resub
514,19438.48,149848.58,SUCCESS,refactor | refactor | balance | resub | refactor | resub | rewrite | rewrite -z | resub | refactor | refactor | refactor | resub -z | resub -z | refactor | rewrite -z | balance | rewrite -z | resub -z | balance
516,21526.32,153953.16,SUCCESS,refactor | resub | resub -z | rewrite | rewrite | resub -z | rewrite | refactor | refactor -z | rewrite | rewrite | refactor | resub -z | rewrite | rewrite -z | rewrite -z | refactor | refactor | rewrite | resub
517,19457.1,182968.7,SUCCESS,refactor | resub -z | rewrite | refactor -z | resub | refactor | rewrite -z | resub | refactor | rewrite -z | refactor -z | refactor -z | rewrite | rewrite | refactor -z | resub | rewrite -z | resub -z | refactor -z | rewrite
524,19082.57,175999.31,SUCCESS,refactor -z | resub -z | refactor | refactor -z | balance | rewrite -z | rewrite -z | balance | balance | resub -z | resub | resub -z | resub -z | resub -z | resub -z | resub | resub -z | refactor -z | rewrite -z | refactor
525,19948.94,194005.8,SUCCESS,resub | balance | resub | refactor -z | resub | balance | resub | resub | balance | refactor | balance | refactor | rewrite | resub | balance | balance | resub -z | resub -z | rewrite -z | refactor -z
520,20499.82,190755.08,SUCCESS,refactor -z | rewrite -z | rewrite | resub -z | balance | resub | balance | rewrite -z | refactor | rewrite -z | rewrite | resub -z | refactor -z | resub | refactor | refactor -z | refactor -z | rewrite | balance | rewrite -z
523,18997.45,156151.53,SUCCESS,refactor -z | resub | rewrite -z | resub -z | refactor -z | refactor | resub -z | refactor | resub | refactor -z | resub | rewrite | rewrite | resub -z | balance | rewrite | resub | rewrite | resub | resub
522,19019.53,156583.59,SUCCESS,refactor -z | refactor -z | rewrite | resub -z | refactor -z | refactor -z | resub | resub | refactor | rewrite -z | rewrite -z | resub | resub | refactor -z | rewrite | rewrite -z | balance | refactor -z | rewrite | balance
518,21381.08,179234.34,SUCCESS,refactor -z | balance | refactor | rewrite -z | balance | rewrite | refactor -z | refactor -z | rewrite -z | refactor -z | balance | rewrite | resub -z | rewrite -z | balance | refactor | rewrite -z | rewrite -z | resub -z | refactor
521,18991.34,179257.36,SUCCESS,refactor -z | refactor | rewrite -z | rewrite -z | refactor | rewrite | resub | rewrite | resub | refactor -z | balance | balance | rewrite -z | resub | rewrite -z | refactor | rewrite -z | refactor | rewrite -z | rewrite -z
519,19110.5,182013.02,SUCCESS,refactor -z | rewrite | rewrite | refactor | rewrite | resub | rewrite -z | rewrite | refactor | refactor | resub | refactor | rewrite -z | resub -z | balance | refactor -z | resub | rewrite -z | refactor -z | rewrite
527,19589.57,176807.91,SUCCESS,resub | rewrite -z | refactor -z | resub | refactor -z | balance | resub -z | rewrite | balance | balance | refactor | rewrite | resub -z | refactor | balance | rewrite | rewrite -z | refactor -z | rewrite -z | refactor -z
526,20196.58,169132.33,SUCCESS,resub | rewrite | refactor | resub -z | refactor | rewrite -z | resub -z | refactor -z | refactor -z | refactor -z | resub -z | balance | resub -z | refactor | refactor -z | balance | balance | rewrite -z | resub -z | rewrite -z
528,19289.52,168352.12,SUCCESS,resub | refactor | refactor -z | refactor | resub | resub -z | refactor | rewrite | rewrite -z | balance | refactor -z | resub | balance | rewrite | resub | rewrite -z | balance | rewrite | resub | resub -z
529,21000.43,185839.27,SUCCESS,resub | refactor -z | balance | refactor -z | balance | refactor | resub | resub | refactor -z | resub | resub -z | balance | rewrite | refactor -z | balance | resub -z | rewrite -z | resub | refactor | rewrite
530,21309.53,190180.66,SUCCESS,resub | resub | rewrite | rewrite -z | rewrite | refactor | rewrite -z | resub | balance | balance | rewrite | resub | refactor | rewrite -z | balance | resub | balance | resub -z | resub -z | rewrite
531,22352.51,172597.66,SUCCESS,resub | resub -z | rewrite | resub | refactor -z | refactor -z | balance | rewrite | balance | rewrite -z | balance | balance | resub | rewrite | balance | rewrite -z | refactor -z | resub -z | refactor | refactor
532,19780.82,178016.61,SUCCESS,resub -z | balance | refactor | resub -z | resub | resub | rewrite | refactor | resub | refactor -z | refactor | rewrite -z | rewrite | refactor | refactor -z | balance | resub | balance | resub -z | balance
534,19254.68,169667.11,SUCCESS,resub -z | rewrite -z | rewrite -z | resub -z | balance | balance | rewrite | rewrite -z | resub | resub -z | refactor -z | rewrite -z | rewrite -z | resub | rewrite -z | resub | rewrite | refactor -z | balance | balance
537,19311.33,170372.42,SUCCESS,resub -z | resub | resub -z | refactor | balance | balance | rewrite -z | resub -z | rewrite -z | resub -z | resub | refactor -z | refactor | rewrite | balance | balance | balance | resub | rewrite | resub -z
543,20216.27,190623.47,SUCCESS,balance | refactor -z | balance | refactor -z | resub | balance | refactor -z | rewrite | resub -z | rewrite | balance | rewrite | resub -z | resub -z | resub | rewrite | resub | rewrite -z | resub | resub
533,20008.52,191929.78,SUCCESS,resub -z | rewrite | rewrite | rewrite | refactor -z | rewrite | rewrite | rewrite -z | rewrite | refactor | rewrite | refactor -z | resub -z | rewrite -z | refactor | refactor -z | refactor -z | rewrite -z | balance | resub -z
